0.9808390949,0.994206816,0.9576806235,0.9708257284,0.882316253,0.9717495632,0.9873988373,0.9226944009,0.9885879746,0.9738711643,0.9598166249,0.9768371721,0.9946889726,train:,0.6238167773,0.5805176471,0.7627460804,0.8012725345,0.65045242,0.6032467532,0.7962143559,0.6414094103,0.7281712669,0.6713495575,0.7311435523,0.7241212735,0.25,0.25,20
0.9825657076,0.9945873278,0.9569406677,0.9770221377,0.9105113918,0.9825494647,0.9891789131,0.9217765829,0.9886184561,0.9772582874,0.9639479814,0.9835208078,0.9918261345,train:,0.536838978,0.4597639961,0.7615168897,0.7392197125,0.570504665,0.511667345,0.660007041,0.5816232716,0.7538721805,0.6030472089,0.6858647638,0.7121226475,0.25,0.25,20
0.9871916861,0.9962105044,0.9635580494,0.9821923453,0.909453764,0.9860934325,0.994477004,0.928018748,0.9876202307,0.9708173567,0.9595646166,0.9774262045,0.9944833242,train:,0.6295801149,0.723183391,0.791153601,0.8080082136,0.5756334818,0.5577262244,0.7349498328,0.6519932333,0.7198120301,0.6191641382,0.7286357458,0.7150225254,0.25,0.25,20
0.9746273628,0.9933711174,0.9483122498,0.9674841749,0.8823273302,0.9722976509,0.9876448697,0.9080697486,0.9841781278,0.9575439663,0.9578412424,0.9726655422,0.9914106069,train:,0.5762527233,0.7302812528,0.7606373486,0.8139817062,0.5939156595,0.5857414191,0.7942263686,0.574580759,0.6820300752,0.6289843725,0.6456634387,0.6419729696,0.25,0.25,20
0.9825657076,0.9945873278,0.9569406677,0.9770221377,0.9105113918,0.9825494647,0.9891789131,0.9217765829,0.9886184561,0.9772582874,0.9639479814,0.9835208078,0.9918261345,train:,0.536838978,0.4597639961,0.7615168897,0.7392197125,0.570504665,0.511667345,0.660007041,0.5816232716,0.7538721805,0.6030472089,0.6858647638,0.7121226475,0.25,0.25,20
0.9867363514,0.9954358771,0.9558270015,0.982648332,0.9066723254,0.9833204926,0.992990028,0.9265888007,0.9780539352,0.9762618724,0.9581066127,0.9796394184,0.9884936894,train:,0.5773582853,0.5977411765,0.7698779913,0.7856839873,0.5921691869,0.5046176046,0.7562438545,0.6676389185,0.6707132018,0.5587389381,0.7566909976,0.6968853515,0.5,0.25,20
0.9843253923,0.9932882954,0.9520327733,0.9732559861,0.9007342874,0.9772850755,0.9926382031,0.9239253657,0.9891410825,0.9834435181,0.9676267588,0.9833695298,0.9940677966,train:,0.536640919,0.5962203886,0.737195666,0.7367929811,0.52879824,0.5786867454,0.8024555536,0.6864518976,0.7027443609,0.6874163975,0.7544172613,0.6680139784,0.5,0.25,20
0.9814537012,0.9918200473,0.9491810231,0.9715124672,0.8909445331,0.9691102013,0.9872609925,0.9134447626,0.9790248447,0.9662576209,0.9484439102,0.9785267976,0.9892017496,train:,0.4938106556,0.6086416467,0.7540726577,0.7826208699,0.6051738762,0.5729887397,0.7820806196,0.6596839144,0.7254135338,0.607908388,0.7758664628,0.6651719928,0.5,0.25,20
0.9843253923,0.9932882954,0.9520327733,0.9732559861,0.9007342874,0.9772850755,0.9926382031,0.9239253657,0.9891410825,0.9834435181,0.9676267588,0.9833695298,0.9940677966,train:,0.536640919,0.5962203886,0.737195666,0.7367929811,0.52879824,0.5786867454,0.8024555536,0.6864518976,0.7027443609,0.6874163975,0.7544172613,0.6680139784,0.5,0.25,20
0.9886939676,0.9948549887,0.9609978021,0.9784389423,0.9076645278,0.9825127729,0.9916706425,0.9250517403,0.9907650214,0.9714230196,0.9639687146,0.983139911,0.9913826246,train:,0.4781851812,0.5968941176,0.7754332194,0.7709968187,0.5564917714,0.5374458874,0.6738446411,0.6241058122,0.6633720215,0.6712389381,0.6695052717,0.7091691204,0.75,0.25,20
0.9879487394,0.9950918498,0.9629233405,0.9737962978,0.9149105679,0.9813527715,0.9888023619,0.935229821,0.9868003549,0.9663082784,0.9599024282,0.9746682909,0.9916293056,train:,0.4554738562,0.6630290125,0.7729764181,0.761013627,0.5937897583,0.6095679012,0.7284809013,0.5972528685,0.6842481203,0.6401422466,0.7507061247,0.6989179403,0.75,0.25,20
0.9828498606,0.9946364406,0.9510538938,0.9711239709,0.8827564334,0.9734656163,0.9869547699,0.9070688482,0.9828835404,0.9527042223,0.9432092477,0.9721339257,0.9937069437,train:,0.5178253119,0.5153934877,0.783275972,0.786260967,0.5738841179,0.5008818342,0.7495599366,0.6020152986,0.6268796992,0.5892793057,0.7207303347,0.6684981685,0.75,0.25,20
0.9879487394,0.9950918498,0.9629233405,0.9737962978,0.9149105679,0.9813527715,0.9888023619,0.935229821,0.9868003549,0.9663082784,0.9599024282,0.9746682909,0.9916293056,train:,0.4554738562,0.6630290125,0.7729764181,0.761013627,0.5937897583,0.6095679012,0.7284809013,0.5972528685,0.6842481203,0.6401422466,0.7507061247,0.6989179403,0.75,0.25,20
0.9794435045,0.9931829722,0.9491853373,0.9766309593,0.8915517582,0.9808729788,0.9884767282,0.925500173,0.9865417299,0.965622662,0.9592315788,0.9785818621,0.9889989784,train:,0.5618539876,0.6810352941,0.7016091006,0.7763520679,0.5821339649,0.5269119769,0.7763028515,0.6248882265,0.7269409014,0.609660767,0.7663995038,0.7085940375,1,0.25,20
0.9760139975,0.9951889591,0.9497425646,0.969103224,0.8911447812,0.9771156557,0.9901825614,0.9379154436,0.9945519077,0.9857412925,0.9718734878,0.9848510739,0.9906451613,train:,0.5351554763,0.6278945968,0.7233142129,0.7918611163,0.6045509966,0.5902184236,0.7475356451,0.62007208,0.6727161654,0.6664709145,0.797485559,0.7184539598,1,0.25,20
0.9864844786,0.9960182949,0.9557358929,0.9802385481,0.9043896019,0.9818327452,0.9887712268,0.9294806942,0.9886761313,0.9780927452,0.963125648,0.9844652232,0.9919901586,train:,0.5641216082,0.7398633662,0.7686297004,0.7646070562,0.6004890267,0.5904219238,0.831631755,0.6315276552,0.7596240602,0.621839418,0.7290180088,0.7186223738,1,0.25,20
0.9760139975,0.9951889591,0.9497425646,0.969103224,0.8911447812,0.9771156557,0.9901825614,0.9379154436,0.9945519077,0.9857412925,0.9718734878,0.9848510739,0.9906451613,train:,0.5351554763,0.6278945968,0.7233142129,0.7918611163,0.6045509966,0.5902184236,0.7475356451,0.62007208,0.6727161654,0.6664709145,0.797485559,0.7184539598,1,0.25,20
0.9857854038,0.9942489809,0.9584888994,0.9790256768,0.9100634263,0.9818657359,0.993221215,0.9300609171,0.9873722329,0.9731990807,0.9600737487,0.9807772328,0.9921295737,train:,0.6873027962,0.6601411765,0.767196157,0.8029692471,0.57159015,0.5453102453,0.7229596853,0.599190973,0.666447935,0.6114306785,0.7057153762,0.7024981597,1.25,0.25,20
0.9913393669,0.9970052381,0.9703871191,0.9828288381,0.9293200855,0.9891712749,0.9956022622,0.9411965313,0.9947375776,0.9783189414,0.9721344811,0.9881320295,0.9935319847,train:,0.5766488414,0.6243456659,0.7787507967,0.7443998507,0.5559928965,0.5496540497,0.7460394297,0.6350948808,0.6733928571,0.6218067926,0.7682212029,0.693823418,1.25,0.25,20
