dict_values([0.89751865211362258]),dict_values([0.7665725578769057]),dict_values([0.81737783410787213]),4,1
dict_values([0.90472906582048029]),dict_values([0.76789008093355915]),dict_values([0.80211237853823403]),4,1
dict_values([0.91191466675741051]),dict_values([0.77395068699416525]),dict_values([0.80301366004788055]),4,1
dict_values([0.90317064663496294]),dict_values([0.76137775268210039]),dict_values([0.79690184481059001]),4,1
dict_values([0.98554338747767978]),dict_values([0.80063982521847699]),dict_values([0.76897508375209378]),15,1
dict_values([0.98573562870802367]),dict_values([0.76888264669163542]),dict_values([0.76211788107202683]),15,1
dict_values([0.77635466276402321]),dict_values([0.6919605106418345]),dict_values([0.73051231075379786]),1,12
dict_values([0.77784357814888561]),dict_values([0.70730894201532946]),dict_values([0.71958303310399918]),1,12
